LID , PID , TYPE , AREA
hab ,773, habitat ,0.1639
hab ,776, habitat ,12.8653
hab ,778, habitat ,3.1139
hab ,779, habitat ,4.507
hab ,781, habitat ,0.2458
hab ,782, habitat ,0.1639
hab ,783, habitat ,0.0819
hab ,785, habitat ,0.3278
hab ,786, habitat ,10.407
hab ,787, habitat ,3.3597
hab ,789, habitat ,3.6875
hab ,790, habitat ,0.0819
hab ,791, habitat ,1.0653
hab ,793, habitat ,0.1639
hab ,794, habitat ,0.0819
hab ,795, habitat ,0.1639
hab ,797, habitat ,0.0819
hab ,798, habitat ,0.1639
hab ,800, habitat ,0.0819
habrd40 ,1, nonhabitat ,4432.5575
habrd40 ,4, nonhabitat ,0.9014
habrd40 ,5, nonhabitat ,1.3111
habrd40 ,7, nonhabitat ,5.0806
habrd40 ,8, nonhabitat ,36.5474
habrd40 ,10, nonhabitat ,0.3278
habrd40 ,13, nonhabitat ,4.1792
habrd40 ,14, nonhabitat ,0.6556
habrd40 ,15, nonhabitat ,43.103
habrd40 ,17, nonhabitat ,0.0819
habrd40 ,19, nonhabitat ,0.1639
habrd40 ,20, nonhabitat ,0.0819
habrd40 ,21, nonhabitat ,0.0819
habrd40 ,22, nonhabitat ,0.0819
habrd40 ,23, nonhabitat ,0.0819
habrd40 ,24, nonhabitat ,0.5736
habrd40 ,25, nonhabitat ,4.507
habrd40 ,26, nonhabitat ,0.0819
habrd40 ,27, nonhabitat ,1.7208
habrd40 ,28, nonhabitat ,0.0819
habrd40 ,30, nonhabitat ,0.0819
habrd40 ,31, nonhabitat ,0.0819
habrd40 ,32, nonhabitat ,0.1639
habrd40 ,33, nonhabitat ,0.0819
habrd40 ,34, nonhabitat ,0.0819
habrd40 ,35, nonhabitat ,0.1639
habrd40 ,36, nonhabitat ,0.0819
habrd40 ,37, nonhabitat ,0.0819
habrd40 ,38, nonhabitat ,0.0819
habrd40 ,39, nonhabitat ,0.2458
habrd40 ,40, nonhabitat ,0.0819
habrd40 ,41, nonhabitat ,0.0819
habrd40 ,42, nonhabitat ,0.0819
habrd40 ,43, nonhabitat ,0.0819
habrd40 ,44, nonhabitat ,0.1639
habrd40 ,45, nonhabitat ,0.4917
habrd40 ,46, nonhabitat ,0.0819
habrd40 ,47, nonhabitat ,0.0819
habrd40 ,48, nonhabitat ,0.0819
habrd40 ,49, nonhabitat ,0.1639
habrd40 ,50, nonhabitat ,0.2458
habrd40 ,51, nonhabitat ,0.0819
habrd40 ,52, nonhabitat ,0.0819
habrd40 ,53, nonhabitat ,0.9014
habrd40 ,54, nonhabitat ,0.0819
habrd40 ,55, nonhabitat ,2.6222
habrd40 ,57, nonhabitat ,0.0819
habrd40 ,58, nonhabitat ,0.0819
habrd40 ,59, nonhabitat ,0.1639
habrd40 ,60, nonhabitat ,0.0819
habrd40 ,61, nonhabitat ,0.1639
habrd40 ,63, nonhabitat ,0.1639
habrd40 ,64, nonhabitat ,0.1639
habrd40 ,66, nonhabitat ,0.0819
habrd40 ,67, nonhabitat ,0.2458
habrd40 ,68, nonhabitat ,0.1639
habrd40 ,69, nonhabitat ,3.8514
habrd40 ,70, nonhabitat ,0.2458
habrd40 ,71, nonhabitat ,0.0819
habrd40 ,72, nonhabitat ,0.7375
habrd40 ,73, nonhabitat ,0.0819
habrd40 ,74, nonhabitat ,0.0819
habrd40 ,75, nonhabitat ,0.0819
habrd40 ,76, nonhabitat ,2.7861
habrd40 ,77, nonhabitat ,0.2458
habrd40 ,78, nonhabitat ,0.0819
habrd40 ,79, nonhabitat ,0.0819
habrd40 ,80, nonhabitat ,0.0819
habrd40 ,81, nonhabitat ,0.0819
habrd40 ,82, nonhabitat ,0.0819
habrd40 ,83, nonhabitat ,4.3431
habrd40 ,84, nonhabitat ,1.3931
habrd40 ,85, nonhabitat ,0.0819
habrd40 ,86, nonhabitat ,0.0819
habrd40 ,87, nonhabitat ,1.9667
habrd40 ,88, nonhabitat ,0.4097
habrd40 ,89, nonhabitat ,0.0819
habrd40 ,90, nonhabitat ,0.4917
habrd40 ,92, nonhabitat ,0.0819
habrd40 ,93, nonhabitat ,0.0819
habrd40 ,94, nonhabitat ,0.0819
habrd40 ,95, nonhabitat ,0.0819
habrd40 ,96, nonhabitat ,0.0819
habrd40 ,97, nonhabitat ,0.1639
habrd40 ,98, nonhabitat ,0.0819
habrd40 ,99, nonhabitat ,0.3278
habrd40 ,100, nonhabitat ,0.3278
habrd40 ,101, nonhabitat ,0.0819
habrd40 ,102, nonhabitat ,0.0819
habrd40 ,103, nonhabitat ,0.3278
habrd40 ,104, nonhabitat ,0.8194
habrd40 ,106, nonhabitat ,0.0819
habrd40 ,107, nonhabitat ,0.0819
habrd40 ,108, nonhabitat ,0.0819
habrd40 ,109, nonhabitat ,0.3278
habrd40 ,112, nonhabitat ,0.0819
habrd40 ,113, nonhabitat ,0.2458
habrd40 ,115, nonhabitat ,0.0819
habrd40 ,116, nonhabitat ,0.1639
habrd40 ,118, nonhabitat ,0.0819
habrd40 ,119, nonhabitat ,0.4097
habrd40 ,120, nonhabitat ,0.0819
habrd40 ,121, nonhabitat ,3.1958
habrd40 ,122, nonhabitat ,0.9014
habrd40 ,125, nonhabitat ,0.3278
habrd40 ,127, nonhabitat ,0.8194
habrd40 ,128, nonhabitat ,0.0819
habrd40 ,129, nonhabitat ,0.5736
habrd40 ,131, nonhabitat ,0.0819
habrd40 ,132, nonhabitat ,0.0819
habrd40 ,134, nonhabitat ,0.0819
habrd40 ,136, nonhabitat ,0.0819
habrd40 ,137, nonhabitat ,0.1639
habrd40 ,140, nonhabitat ,0.0819
habrd40 ,142, nonhabitat ,0.0819
habrd40 ,143, nonhabitat ,0.2458
habrd40 ,144, nonhabitat ,10.5709
habrd40 ,146, nonhabitat ,0.1639
habrd40 ,149, nonhabitat ,0.0819
habrd40 ,150, nonhabitat ,0.2458
habrd40 ,151, nonhabitat ,0.0819
habrd40 ,152, nonhabitat ,0.0819
habrd40 ,154, nonhabitat ,0.2458
habrd40 ,155, nonhabitat ,0.0819
habrd40 ,156, nonhabitat ,0.0819
habrd40 ,157, nonhabitat ,0.0819
habrd40 ,158, nonhabitat ,0.0819
habrd40 ,160, nonhabitat ,1.1472
habrd40 ,161, nonhabitat ,0.1639
habrd40 ,162, nonhabitat ,0.4097
habrd40 ,163, nonhabitat ,0.2458
habrd40 ,164, nonhabitat ,0.0819
habrd40 ,165, nonhabitat ,0.2458
habrd40 ,166, nonhabitat ,0.0819
habrd40 ,167, nonhabitat ,0.0819
habrd40 ,168, nonhabitat ,0.3278
habrd40 ,169, nonhabitat ,0.0819
habrd40 ,171, nonhabitat ,0.3278
habrd40 ,172, nonhabitat ,0.1639
habrd40 ,173, nonhabitat ,0.1639
habrd40 ,174, nonhabitat ,0.9014
habrd40 ,175, nonhabitat ,0.1639
habrd40 ,176, nonhabitat ,0.1639
habrd40 ,177, nonhabitat ,0.2458
habrd40 ,178, nonhabitat ,0.0819
habrd40 ,179, nonhabitat ,0.4917
habrd40 ,180, nonhabitat ,0.4097
habrd40 ,181, nonhabitat ,0.0819
habrd40 ,182, nonhabitat ,0.0819
habrd40 ,183, nonhabitat ,0.1639
habrd40 ,184, nonhabitat ,0.1639
habrd40 ,185, nonhabitat ,0.0819
habrd40 ,186, nonhabitat ,0.2458
habrd40 ,188, nonhabitat ,0.0819
habrd40 ,189, nonhabitat ,0.1639
habrd40 ,190, nonhabitat ,0.0819
habrd40 ,191, nonhabitat ,0.2458
habrd40 ,192, nonhabitat ,0.0819
habrd40 ,193, nonhabitat ,0.0819
habrd40 ,195, nonhabitat ,0.0819
habrd40 ,197, nonhabitat ,0.0819
habrd40 ,199, nonhabitat ,0.2458
habrd40 ,202, nonhabitat ,0.4097
habrd40 ,203, nonhabitat ,0.2458
habrd40 ,205, nonhabitat ,0.0819
habrd40 ,206, nonhabitat ,0.1639
habrd40 ,207, nonhabitat ,0.0819
habrd40 ,208, nonhabitat ,0.1639
habrd40 ,210, nonhabitat ,0.1639
habrd40 ,211, nonhabitat ,0.1639
habrd40 ,212, nonhabitat ,0.0819
habrd40 ,214, nonhabitat ,0.1639
habrd40 ,215, nonhabitat ,0.1639
habrd40 ,216, nonhabitat ,0.0819
habrd40 ,218, nonhabitat ,0.1639
habrd40 ,219, nonhabitat ,0.4097
habrd40 ,220, nonhabitat ,0.4097
habrd40 ,221, nonhabitat ,1.3111
habrd40 ,223, nonhabitat ,0.0819
habrd40 ,224, nonhabitat ,0.4097
habrd40 ,226, nonhabitat ,0.0819
habrd40 ,228, nonhabitat ,0.2458
habrd40 ,230, nonhabitat ,0.0819
habrd40 ,231, nonhabitat ,0.0819
habrd40 ,232, nonhabitat ,0.0819
habrd40 ,235, nonhabitat ,0.0819
habrd40 ,236, nonhabitat ,0.0819
habrd40 ,237, nonhabitat ,0.1639
habrd40 ,238, nonhabitat ,0.3278
habrd40 ,240, nonhabitat ,0.4917
habrd40 ,241, nonhabitat ,0.1639
habrd40 ,242, nonhabitat ,0.0819
habrd40 ,243, nonhabitat ,0.1639
habrd40 ,244, nonhabitat ,0.0819
habrd40 ,245, nonhabitat ,0.0819
habrd40 ,246, nonhabitat ,0.1639
habrd40 ,247, nonhabitat ,0.0819
habrd40 ,248, nonhabitat ,0.0819
habrd40 ,250, nonhabitat ,0.0819
habrd40 ,251, nonhabitat ,0.0819
habrd40 ,252, nonhabitat ,0.0819
habrd40 ,253, nonhabitat ,0.1639
habrd40 ,254, nonhabitat ,0.1639
habrd40 ,256, nonhabitat ,0.0819
habrd40 ,257, nonhabitat ,0.8194
habrd40 ,258, nonhabitat ,0.0819
habrd40 ,259, nonhabitat ,0.2458
habrd40 ,260, nonhabitat ,0.0819
habrd40 ,264, nonhabitat ,0.7375
habrd40 ,265, nonhabitat ,0.9833
habrd40 ,268, nonhabitat ,0.0819
habrd40 ,269, nonhabitat ,0.0819
habrd40 ,270, nonhabitat ,0.0819
habrd40 ,272, nonhabitat ,0.0819
habrd40 ,273, nonhabitat ,0.1639
habrd40 ,274, nonhabitat ,0.2458
habrd40 ,275, nonhabitat ,0.4917
habrd40 ,277, nonhabitat ,0.1639
habrd40 ,278, nonhabitat ,0.5736
habrd40 ,279, nonhabitat ,0.0819
habrd40 ,280, nonhabitat ,0.2458
habrd40 ,281, nonhabitat ,0.1639
habrd40 ,284, nonhabitat ,0.1639
habrd40 ,285, nonhabitat ,0.1639
habrd40 ,286, nonhabitat ,0.0819
habrd40 ,287, nonhabitat ,0.2458
habrd40 ,289, nonhabitat ,0.3278
habrd40 ,290, nonhabitat ,0.0819
habrd40 ,291, nonhabitat ,0.0819
habrd40 ,294, nonhabitat ,0.1639
habrd40 ,295, nonhabitat ,0.0819
habrd40 ,297, nonhabitat ,0.0819
habrd40 ,298, nonhabitat ,0.1639
habrd40 ,299, nonhabitat ,0.5736
habrd40 ,301, nonhabitat ,0.1639
habrd40 ,304, nonhabitat ,0.5736
habrd40 ,305, nonhabitat ,0.0819
habrd40 ,306, nonhabitat ,0.0819
habrd40 ,307, nonhabitat ,0.0819
habrd40 ,308, nonhabitat ,0.6556
habrd40 ,309, nonhabitat ,0.6556
habrd40 ,310, nonhabitat ,0.0819
habrd40 ,311, nonhabitat ,0.0819
habrd40 ,312, nonhabitat ,0.0819
habrd40 ,313, nonhabitat ,0.2458
habrd40 ,314, nonhabitat ,0.1639
habrd40 ,315, nonhabitat ,0.3278
habrd40 ,316, nonhabitat ,0.0819
habrd40 ,317, nonhabitat ,0.1639
habrd40 ,319, nonhabitat ,0.0819
habrd40 ,320, nonhabitat ,0.0819
habrd40 ,323, nonhabitat ,0.2458
habrd40 ,324, nonhabitat ,0.0819
habrd40 ,326, nonhabitat ,0.0819
habrd40 ,327, nonhabitat ,0.1639
habrd40 ,329, nonhabitat ,0.5736
habrd40 ,330, nonhabitat ,0.0819
habrd40 ,331, nonhabitat ,0.0819
habrd40 ,332, nonhabitat ,0.1639
habrd40 ,333, nonhabitat ,0.0819
habrd40 ,334, nonhabitat ,0.0819
habrd40 ,335, nonhabitat ,0.0819
habrd40 ,336, nonhabitat ,0.2458
habrd40 ,337, nonhabitat ,0.4097
habrd40 ,338, nonhabitat ,0.0819
habrd40 ,339, nonhabitat ,0.0819
habrd40 ,340, nonhabitat ,0.0819
habrd40 ,341, nonhabitat ,0.4917
habrd40 ,343, nonhabitat ,0.0819
habrd40 ,345, nonhabitat ,0.2458
habrd40 ,347, nonhabitat ,0.4917
habrd40 ,348, nonhabitat ,0.1639
habrd40 ,349, nonhabitat ,0.4097
habrd40 ,350, nonhabitat ,0.5736
habrd40 ,351, nonhabitat ,0.0819
habrd40 ,352, nonhabitat ,0.0819
habrd40 ,353, nonhabitat ,0.1639
habrd40 ,354, nonhabitat ,0.1639
habrd40 ,355, nonhabitat ,0.1639
habrd40 ,357, nonhabitat ,0.1639
habrd40 ,358, nonhabitat ,0.0819
habrd40 ,359, nonhabitat ,0.0819
habrd40 ,360, nonhabitat ,0.1639
habrd40 ,364, nonhabitat ,0.0819
habrd40 ,365, nonhabitat ,0.0819
habrd40 ,366, nonhabitat ,0.2458
habrd40 ,367, nonhabitat ,0.0819
habrd40 ,368, nonhabitat ,0.0819
habrd40 ,370, nonhabitat ,0.1639
habrd40 ,371, nonhabitat ,0.1639
habrd40 ,373, nonhabitat ,0.0819
habrd40 ,375, nonhabitat ,0.0819
habrd40 ,376, nonhabitat ,0.0819
habrd40 ,378, nonhabitat ,0.0819
habrd40 ,379, nonhabitat ,0.0819
habrd40 ,381, nonhabitat ,0.1639
habrd40 ,383, nonhabitat ,0.0819
habrd40 ,386, nonhabitat ,0.6556
habrd40 ,387, nonhabitat ,0.0819
habrd40 ,388, nonhabitat ,0.2458
habrd40 ,389, nonhabitat ,0.0819
habrd40 ,391, nonhabitat ,0.3278
habrd40 ,392, nonhabitat ,0.0819
habrd40 ,393, nonhabitat ,0.0819
habrd40 ,394, nonhabitat ,0.0819
habrd40 ,395, nonhabitat ,0.0819
habrd40 ,397, nonhabitat ,0.0819
habrd40 ,398, nonhabitat ,0.0819
habrd40 ,401, nonhabitat ,0.0819
habrd40 ,402, nonhabitat ,0.1639
habrd40 ,403, nonhabitat ,0.0819
habrd40 ,404, nonhabitat ,0.6556
habrd40 ,405, nonhabitat ,0.0819
habrd40 ,406, nonhabitat ,0.0819
habrd40 ,407, nonhabitat ,0.0819
habrd40 ,410, nonhabitat ,0.9014
habrd40 ,411, nonhabitat ,0.1639
habrd40 ,412, nonhabitat ,0.2458
habrd40 ,414, nonhabitat ,0.1639
habrd40 ,415, nonhabitat ,0.4097
habrd40 ,416, nonhabitat ,0.3278
habrd40 ,418, nonhabitat ,0.0819
habrd40 ,419, nonhabitat ,0.0819
habrd40 ,420, nonhabitat ,0.0819
habrd40 ,424, nonhabitat ,0.1639
habrd40 ,425, nonhabitat ,0.3278
habrd40 ,427, nonhabitat ,0.5736
habrd40 ,428, nonhabitat ,0.1639
habrd40 ,429, nonhabitat ,0.5736
habrd40 ,430, nonhabitat ,0.5736
habrd40 ,431, nonhabitat ,1.557
habrd40 ,434, nonhabitat ,18.8473
habrd40 ,435, nonhabitat ,0.0819
habrd40 ,436, nonhabitat ,0.3278
habrd40 ,438, nonhabitat ,0.0819
habrd40 ,439, nonhabitat ,0.0819
habrd40 ,440, nonhabitat ,0.0819
habrd40 ,442, nonhabitat ,0.0819
habrd40 ,443, nonhabitat ,0.0819
habrd40 ,444, nonhabitat ,0.4097
habrd40 ,445, nonhabitat ,0.0819
habrd40 ,448, nonhabitat ,21.3056
habrd40 ,449, nonhabitat ,0.0819
habrd40 ,450, nonhabitat ,0.1639
habrd40 ,452, nonhabitat ,0.0819
habrd40 ,453, nonhabitat ,0.0819
habrd40 ,454, nonhabitat ,0.2458
habrd40 ,455, nonhabitat ,0.5736
habrd40 ,456, nonhabitat ,0.1639
habrd40 ,457, nonhabitat ,0.0819
habrd40 ,458, nonhabitat ,0.1639
habrd40 ,459, nonhabitat ,0.1639
habrd40 ,461, nonhabitat ,0.2458
habrd40 ,462, nonhabitat ,0.3278
habrd40 ,463, nonhabitat ,0.2458
habrd40 ,465, nonhabitat ,0.1639
habrd40 ,467, nonhabitat ,0.1639
habrd40 ,468, nonhabitat ,0.1639
habrd40 ,470, nonhabitat ,0.3278
habrd40 ,472, nonhabitat ,0.3278
habrd40 ,473, nonhabitat ,0.1639
habrd40 ,474, nonhabitat ,0.8194
habrd40 ,476, nonhabitat ,0.0819
habrd40 ,477, nonhabitat ,0.3278
habrd40 ,478, nonhabitat ,1.3931
habrd40 ,479, nonhabitat ,0.0819
habrd40 ,480, nonhabitat ,2.7042
habrd40 ,481, nonhabitat ,0.1639
habrd40 ,482, nonhabitat ,0.0819
habrd40 ,483, nonhabitat ,0.1639
habrd40 ,484, nonhabitat ,0.1639
habrd40 ,486, nonhabitat ,0.0819
habrd40 ,487, nonhabitat ,0.4917
habrd40 ,489, nonhabitat ,0.0819
habrd40 ,491, nonhabitat ,0.1639
habrd40 ,492, nonhabitat ,0.0819
habrd40 ,493, nonhabitat ,0.0819
habrd40 ,494, nonhabitat ,0.2458
habrd40 ,495, nonhabitat ,0.0819
habrd40 ,496, nonhabitat ,0.6556
habrd40 ,497, nonhabitat ,0.0819
habrd40 ,498, nonhabitat ,0.2458
habrd40 ,499, nonhabitat ,0.0819
habrd40 ,500, nonhabitat ,0.8194
habrd40 ,501, nonhabitat ,0.1639
habrd40 ,502, nonhabitat ,0.1639
habrd40 ,503, nonhabitat ,0.0819
habrd40 ,504, nonhabitat ,2.2945
habrd40 ,505, nonhabitat ,0.1639
habrd40 ,506, nonhabitat ,0.1639
habrd40 ,507, nonhabitat ,0.0819
habrd40 ,508, nonhabitat ,0.0819
habrd40 ,511, nonhabitat ,0.0819
habrd40 ,513, nonhabitat ,1.6389
habrd40 ,514, nonhabitat ,0.0819
habrd40 ,517, nonhabitat ,1.2292
habrd40 ,520, nonhabitat ,1.1472
habrd40 ,524, nonhabitat ,0.3278
habrd40 ,525, nonhabitat ,0.1639
habrd40 ,526, nonhabitat ,0.9833
habrd40 ,527, nonhabitat ,0.0819
habrd40 ,528, nonhabitat ,0.0819
habrd40 ,530, nonhabitat ,14.832
habrd40 ,531, nonhabitat ,0.4917
habrd40 ,533, nonhabitat ,0.1639
habrd40 ,534, nonhabitat ,0.0819
habrd40 ,535, nonhabitat ,0.0819
habrd40 ,538, nonhabitat ,0.0819
habrd40 ,539, nonhabitat ,0.0819
habrd40 ,540, nonhabitat ,0.0819
habrd40 ,543, nonhabitat ,0.0819
habrd40 ,550, nonhabitat ,0.4097
habrd40 ,553, nonhabitat ,0.1639
habrd40 ,559, nonhabitat ,0.1639
habrd40 ,560, nonhabitat ,8.6861
habrd40 ,562, nonhabitat ,0.0819
habrd40 ,563, nonhabitat ,0.3278
habrd40 ,564, nonhabitat ,0.1639
habrd40 ,583, nonhabitat ,0.0819
habrd40 ,585, nonhabitat ,0.0819
habrd40 ,588, nonhabitat ,0.0819
habrd40 ,591, nonhabitat ,0.0819
habrd40 ,593, nonhabitat ,0.1639
habrd40 ,596, nonhabitat ,0.4097
habrd40 ,602, nonhabitat ,0.0819
habrd40 ,604, nonhabitat ,0.0819
habrd40 ,608, nonhabitat ,0.0819
habrd40 ,609, nonhabitat ,0.2458
habrd40 ,613, nonhabitat ,0.2458
habrd40 ,618, nonhabitat ,1.3111
habrd40 ,622, nonhabitat ,0.2458
habrd40 ,623, nonhabitat ,0.0819
habrd40 ,626, nonhabitat ,0.0819
habrd40 ,629, nonhabitat ,0.3278
habrd40 ,632, nonhabitat ,0.0819
habrd40 ,633, nonhabitat ,0.0819
habrd40 ,634, nonhabitat ,0.9014
habrd40 ,640, nonhabitat ,0.0819
habrd40 ,642, nonhabitat ,0.6556
habrd40 ,644, nonhabitat ,0.0819
habrd40 ,647, nonhabitat ,0.3278
habrd40 ,650, nonhabitat ,0.0819
habrd40 ,654, nonhabitat ,0.7375
habrd40 ,656, nonhabitat ,1.475
habrd40 ,661, nonhabitat ,0.1639
habrd40 ,664, nonhabitat ,0.1639
habrd40 ,2, habitat ,0.0819
habrd40 ,3, habitat ,864.2717
habrd40 ,6, habitat ,0.2458
habrd40 ,9, habitat ,1.7208
habrd40 ,11, habitat ,6.2278
habrd40 ,12, habitat ,714.4766
habrd40 ,16, habitat ,6.3097
habrd40 ,18, habitat ,0.0819
habrd40 ,29, habitat ,21.5515
habrd40 ,56, habitat ,51.2974
habrd40 ,62, habitat ,0.0819
habrd40 ,65, habitat ,241.3274
habrd40 ,91, habitat ,0.0819
habrd40 ,105, habitat ,0.0819
habrd40 ,110, habitat ,0.0819
habrd40 ,111, habitat ,0.0819
habrd40 ,114, habitat ,1.3111
habrd40 ,117, habitat ,0.7375
habrd40 ,123, habitat ,0.0819
habrd40 ,124, habitat ,134.7172
habrd40 ,126, habitat ,0.0819
habrd40 ,130, habitat ,7.2111
habrd40 ,133, habitat ,0.2458
habrd40 ,135, habitat ,0.0819
habrd40 ,138, habitat ,0.0819
habrd40 ,139, habitat ,58.2627
habrd40 ,141, habitat ,0.0819
habrd40 ,145, habitat ,65.6378
habrd40 ,147, habitat ,0.0819
habrd40 ,148, habitat ,1.3111
habrd40 ,153, habitat ,2.8681
habrd40 ,159, habitat ,0.0819
habrd40 ,170, habitat ,45.8891
habrd40 ,187, habitat ,645.9708
habrd40 ,194, habitat ,0.0819
habrd40 ,196, habitat ,0.0819
habrd40 ,198, habitat ,0.0819
habrd40 ,200, habitat ,0.0819
habrd40 ,201, habitat ,0.0819
habrd40 ,204, habitat ,0.0819
habrd40 ,209, habitat ,0.1639
habrd40 ,213, habitat ,0.0819
habrd40 ,217, habitat ,5.3264
habrd40 ,222, habitat ,3.1139
habrd40 ,225, habitat ,22.6987
habrd40 ,227, habitat ,0.1639
habrd40 ,229, habitat ,0.2458
habrd40 ,233, habitat ,0.0819
habrd40 ,234, habitat ,1.2292
habrd40 ,239, habitat ,0.0819
habrd40 ,249, habitat ,0.0819
habrd40 ,255, habitat ,0.4097
habrd40 ,261, habitat ,10.1612
habrd40 ,262, habitat ,0.8194
habrd40 ,263, habitat ,0.0819
habrd40 ,266, habitat ,49.003
habrd40 ,267, habitat ,0.0819
habrd40 ,271, habitat ,12.2917
habrd40 ,276, habitat ,0.0819
habrd40 ,282, habitat ,0.0819
habrd40 ,283, habitat ,0.4097
habrd40 ,288, habitat ,90.549
habrd40 ,292, habitat ,2.4583
habrd40 ,293, habitat ,0.0819
habrd40 ,296, habitat ,0.2458
habrd40 ,300, habitat ,0.0819
habrd40 ,302, habitat ,729.7183
habrd40 ,303, habitat ,0.0819
habrd40 ,318, habitat ,0.0819
habrd40 ,321, habitat ,6.4736
habrd40 ,322, habitat ,0.1639
habrd40 ,325, habitat ,5.0806
habrd40 ,328, habitat ,129.3908
habrd40 ,342, habitat ,0.0819
habrd40 ,344, habitat ,5.982
habrd40 ,346, habitat ,0.4097
habrd40 ,356, habitat ,6.2278
habrd40 ,361, habitat ,0.1639
habrd40 ,362, habitat ,0.0819
habrd40 ,363, habitat ,0.8194
habrd40 ,369, habitat ,0.1639
habrd40 ,372, habitat ,0.0819
habrd40 ,374, habitat ,0.0819
habrd40 ,377, habitat ,0.0819
habrd40 ,380, habitat ,0.1639
habrd40 ,382, habitat ,2.2125
habrd40 ,384, habitat ,410.2156
habrd40 ,385, habitat ,5.4084
habrd40 ,390, habitat ,6.1459
habrd40 ,396, habitat ,6.8834
habrd40 ,399, habitat ,48.6752
habrd40 ,400, habitat ,37.4488
habrd40 ,408, habitat ,11.5542
habrd40 ,409, habitat ,0.4097
habrd40 ,413, habitat ,0.8194
habrd40 ,417, habitat ,0.0819
habrd40 ,421, habitat ,0.0819
habrd40 ,422, habitat ,0.0819
habrd40 ,423, habitat ,220.5954
habrd40 ,426, habitat ,0.1639
habrd40 ,432, habitat ,0.0819
habrd40 ,433, habitat ,0.0819
habrd40 ,437, habitat ,0.1639
habrd40 ,441, habitat ,0.0819
habrd40 ,446, habitat ,3.7695
habrd40 ,447, habitat ,160.0382
habrd40 ,451, habitat ,13.1931
habrd40 ,460, habitat ,0.1639
habrd40 ,464, habitat ,0.0819
habrd40 ,466, habitat ,1.2292
habrd40 ,469, habitat ,24.0098
habrd40 ,471, habitat ,23.1084
habrd40 ,475, habitat ,12.9473
habrd40 ,485, habitat ,0.0819
habrd40 ,488, habitat ,93.3351
habrd40 ,490, habitat ,0.6556
habrd40 ,509, habitat ,0.0819
habrd40 ,510, habitat ,0.2458
habrd40 ,512, habitat ,0.0819
habrd40 ,515, habitat ,26.3043
habrd40 ,516, habitat ,0.0819
habrd40 ,518, habitat ,0.0819
habrd40 ,519, habitat ,0.0819
habrd40 ,521, habitat ,0.0819
habrd40 ,522, habitat ,4.9986
habrd40 ,523, habitat ,2.7861
habrd40 ,529, habitat ,2.95
habrd40 ,532, habitat ,5.9
habrd40 ,536, habitat ,0.3278
habrd40 ,537, habitat ,68.5878
habrd40 ,541, habitat ,0.1639
habrd40 ,542, habitat ,0.2458
habrd40 ,544, habitat ,0.0819
habrd40 ,545, habitat ,0.1639
habrd40 ,546, habitat ,0.0819
habrd40 ,547, habitat ,0.0819
habrd40 ,548, habitat ,7.375
habrd40 ,549, habitat ,0.2458
habrd40 ,551, habitat ,16.9626
habrd40 ,552, habitat ,0.6556
habrd40 ,554, habitat ,0.1639
habrd40 ,555, habitat ,174.2146
habrd40 ,556, habitat ,0.0819
habrd40 ,557, habitat ,1.475
habrd40 ,558, habitat ,0.4097
habrd40 ,561, habitat ,0.0819
habrd40 ,565, habitat ,0.0819
habrd40 ,566, habitat ,0.0819
habrd40 ,567, habitat ,1.2292
habrd40 ,568, habitat ,0.0819
habrd40 ,569, habitat ,0.1639
habrd40 ,570, habitat ,0.9014
habrd40 ,571, habitat ,2.3764
habrd40 ,572, habitat ,0.0819
habrd40 ,573, habitat ,0.3278
habrd40 ,574, habitat ,0.2458
habrd40 ,575, habitat ,1.6389
habrd40 ,576, habitat ,0.7375
habrd40 ,577, habitat ,0.0819
habrd40 ,578, habitat ,0.2458
habrd40 ,579, habitat ,1.9667
habrd40 ,580, habitat ,0.0819
habrd40 ,581, habitat ,0.0819
habrd40 ,582, habitat ,0.0819
habrd40 ,584, habitat ,0.0819
habrd40 ,586, habitat ,89.7295
habrd40 ,587, habitat ,0.0819
habrd40 ,589, habitat ,0.0819
habrd40 ,590, habitat ,6.3097
habrd40 ,592, habitat ,1.8847
habrd40 ,594, habitat ,3.1139
habrd40 ,595, habitat ,0.0819
habrd40 ,597, habitat ,5.7361
habrd40 ,598, habitat ,0.0819
habrd40 ,599, habitat ,3.6875
habrd40 ,600, habitat ,0.1639
habrd40 ,601, habitat ,0.1639
habrd40 ,603, habitat ,0.3278
habrd40 ,605, habitat ,0.0819
habrd40 ,606, habitat ,0.0819
habrd40 ,607, habitat ,0.4097
habrd40 ,610, habitat ,0.4097
habrd40 ,611, habitat ,0.0819
habrd40 ,612, habitat ,0.4097
habrd40 ,614, habitat ,0.1639
habrd40 ,615, habitat ,0.1639
habrd40 ,616, habitat ,0.0819
habrd40 ,617, habitat ,1.7208
habrd40 ,619, habitat ,1.557
habrd40 ,620, habitat ,5.5722
habrd40 ,621, habitat ,2.7861
habrd40 ,624, habitat ,0.0819
habrd40 ,625, habitat ,3.8514
habrd40 ,627, habitat ,0.0819
habrd40 ,628, habitat ,0.1639
habrd40 ,630, habitat ,0.0819
habrd40 ,631, habitat ,22.3709
habrd40 ,635, habitat ,0.1639
habrd40 ,636, habitat ,29.0085
habrd40 ,637, habitat ,10.325
habrd40 ,638, habitat ,0.0819
habrd40 ,639, habitat ,0.1639
habrd40 ,641, habitat ,2.0486
habrd40 ,643, habitat ,12.8653
